,user_id,report_time,update_time,kwh,appliance_kwh
227,user_227,2024-04-15 00:00:00,2024-04-16 00:00:00,16.73,"0.0355,0.1149,0.0667,0.0465,0.0029"
228,user_228,2024-04-15 00:00:00,2024-04-16 00:00:00,8.82,"0.0341,0.117,0.0499,0.045,0.003"
229,user_229,2024-04-15 00:00:00,2024-04-16 00:00:00,4.16,"0.0687,0.2559,0.0411,0.0746,0.0085"
230,user_230,2024-04-15 00:00:00,2024-04-16 00:00:00,14.57,"0.0231,0.0901,0.0804,0.0327,0.0035"
231,user_231,2024-04-15 00:00:00,2024-04-16 00:00:00,2.7,"0.0908,0.2615,0.0533,0.0,0.0184"
232,user_232,2024-04-15 00:00:00,2024-04-16 00:00:00,1.3,"0.1216,0.2059,0.1141,0.0,0.0771"
233,user_233,2024-04-15 00:00:00,2024-04-16 00:00:00,2.89,"0.0736,0.2657,0.0519,0.0729,0.0082"
234,user_234,2024-04-15 00:00:00,2024-04-16 00:00:00,5.24,"0.0548,0.2577,0.0401,0.0547,0.0038"
235,user_235,2024-04-15 00:00:00,2024-04-16 00:00:00,6.11,"0.0547,0.22,0.0368,0.0685,0.0051"
236,user_236,2024-04-15 00:00:00,2024-04-16 00:00:00,6.66,"0.0469,0.1443,0.0473,0.0,0.0048"
237,user_237,2024-04-15 00:00:00,2024-04-16 00:00:00,10.49,"0.0284,0.1028,0.0474,0.0,0.0024"
238,user_238,2024-04-15 00:00:00,2024-04-16 00:00:00,9.54,"0.0449,0.1397,0.0498,0.0,0.004"
239,user_239,2024-04-15 00:00:00,2024-04-16 00:00:00,3.46,"0.1037,0.2734,0.0601,0.0831,0.0212"
240,user_240,2024-04-15 00:00:00,2024-04-16 00:00:00,12.11,"0.0464,0.1424,0.0937,0.0494,0.006"
241,user_241,2024-04-15 00:00:00,2024-04-16 00:00:00,16.03,"0.0176,0.065,0.0573,0.0293,0.0014"
242,user_242,2024-04-15 00:00:00,2024-04-16 00:00:00,9.74,"0.0451,0.1396,0.0623,0.0501,0.0047"
243,user_243,2024-04-15 00:00:00,2024-04-16 00:00:00,5.93,"0.0537,0.1949,0.0419,0.0609,0.0056"
244,user_244,2024-04-15 00:00:00,2024-04-16 00:00:00,9.47,"0.0503,0.1595,0.0582,0.054,0.0051"
245,user_245,2024-04-15 00:00:00,2024-04-16 00:00:00,0.58,"0.0,0.0,0.0092,0.0,0.0664"
246,user_246,2024-04-15 00:00:00,2024-04-16 00:00:00,19.96,"0.0291,0.1022,0.062,0.0399,0.0021"
247,user_247,2024-04-15 00:00:00,2024-04-16 00:00:00,8.96,"0.0509,0.1681,0.0547,0.0547,0.0049"
248,user_248,2024-04-15 00:00:00,2024-04-16 00:00:00,4.86,"0.0577,0.2586,0.0456,0.0615,0.0039"
249,user_249,2024-04-15 00:00:00,2024-04-16 00:00:00,24.27,"0.0,0.0724,0.1161,0.0297,0.0021"
250,user_250,2024-04-15 00:00:00,2024-04-16 00:00:00,11.8,"0.0247,0.0918,0.0456,0.0349,0.002"
251,user_251,2024-04-15 00:00:00,2024-04-16 00:00:00,11.79,"0.041,0.1285,0.0564,0.0491,0.0034"
252,user_252,2024-04-15 00:00:00,2024-04-16 00:00:00,4.62,"0.0613,0.2604,0.0398,0.0,0.0058"
253,user_253,2024-04-15 00:00:00,2024-04-16 00:00:00,18.72,"0.0,0.1151,0.0681,0.0,0.003"
254,user_254,2024-04-15 00:00:00,2024-04-16 00:00:00,11.72,"0.013,0.0361,0.0323,0.0206,0.0001"
255,user_255,2024-04-15 00:00:00,2024-04-16 00:00:00,13.93,"0.0346,0.1152,0.0755,0.0436,0.0037"
256,user_256,2024-04-15 00:00:00,2024-04-16 00:00:00,5.78,"0.0484,0.1556,0.0466,0.0536,0.005"
257,user_257,2024-04-15 00:00:00,2024-04-16 00:00:00,5.69,"0.0538,0.173,0.0646,0.0,0.0112"
258,user_258,2024-04-15 00:00:00,2024-04-16 00:00:00,8.3,"0.0487,0.1505,0.0529,0.0,0.0044"
259,user_259,2024-04-15 00:00:00,2024-04-16 00:00:00,18.4,"0.0245,0.0881,0.099,0.0,0.0024"
260,user_260,2024-04-15 00:00:00,2024-04-16 00:00:00,1.36,"0.1306,0.3756,0.0379,0.0,0.0712"
261,user_261,2024-04-15 00:00:00,2024-04-16 00:00:00,9.26,"0.0473,0.1424,0.0546,0.0544,0.0043"
262,user_262,2024-04-15 00:00:00,2024-04-16 00:00:00,5.8,"0.0509,0.1985,0.0392,0.0593,0.0047"
263,user_263,2024-04-15 00:00:00,2024-04-16 00:00:00,7.82,"0.0559,0.1958,0.0655,0.0575,0.0082"
264,user_264,2024-04-15 00:00:00,2024-04-16 00:00:00,5.81,"0.0598,0.1926,0.0411,0.0,0.0074"
265,user_265,2024-04-15 00:00:00,2024-04-16 00:00:00,9.69,"0.0448,0.1387,0.0513,0.0509,0.004"
266,user_266,2024-04-15 00:00:00,2024-04-16 00:00:00,7.11,"0.0,0.2216,0.0403,0.0597,0.0051"
267,user_267,2024-04-15 00:00:00,2024-04-16 00:00:00,7.76,"0.0526,0.1572,0.0519,0.0638,0.0063"
268,user_268,2024-04-15 00:00:00,2024-04-16 00:00:00,9.26,"0.0459,0.1408,0.0523,0.052,0.0041"
269,user_269,2024-04-15 00:00:00,2024-04-16 00:00:00,4.87,"0.0538,0.2353,0.0416,0.0587,0.0047"
270,user_270,2024-04-15 00:00:00,2024-04-16 00:00:00,9.57,"0.0473,0.1417,0.0627,0.0,0.0046"
271,user_271,2024-04-15 00:00:00,2024-04-16 00:00:00,9.19,"0.0341,0.1147,0.0611,0.0435,0.0029"
272,user_272,2024-04-15 00:00:00,2024-04-16 00:00:00,24.81,"0.0109,0.0426,0.0914,0.0202,0.0004"
273,user_273,2024-04-15 00:00:00,2024-04-16 00:00:00,13.46,"0.0225,0.0869,0.0812,0.0,0.0033"
274,user_274,2024-04-15 00:00:00,2024-04-16 00:00:00,1.36,"0.0,0.2704,0.0,0.0,0.0374"
275,user_275,2024-04-15 00:00:00,2024-04-16 00:00:00,16.72,"0.0281,0.0985,0.0657,0.0395,0.0019"
276,user_276,2024-04-15 00:00:00,2024-04-16 00:00:00,7.94,"0.0515,0.1579,0.0523,0.0602,0.0058"
277,user_277,2024-04-15 00:00:00,2024-04-16 00:00:00,5.53,"0.0531,0.2181,0.0389,0.0635,0.0048"
278,user_278,2024-04-15 00:00:00,2024-04-16 00:00:00,2.19,"0.1275,0.3509,0.0396,0.0822,0.0722"
279,user_279,2024-04-15 00:00:00,2024-04-16 00:00:00,9.91,"0.0222,0.0733,0.0427,0.0299,0.0009"
280,user_280,2024-04-15 00:00:00,2024-04-16 00:00:00,19.41,"0.0,0.0601,0.0984,0.0249,0.001"
281,user_281,2024-04-15 00:00:00,2024-04-16 00:00:00,9.65,"0.0484,0.1477,0.0545,0.0536,0.0044"
282,user_282,2024-04-15 00:00:00,2024-04-16 00:00:00,11.37,"0.0416,0.1301,0.0553,0.0493,0.0035"
283,user_283,2024-04-15 00:00:00,2024-04-16 00:00:00,3.03,"0.0859,0.2681,0.0583,0.0,0.011"
284,user_284,2024-04-15 00:00:00,2024-04-16 00:00:00,16.64,"0.0266,0.097,0.1033,0.0373,0.0033"
285,user_285,2024-04-15 00:00:00,2024-04-16 00:00:00,10.99,"0.0439,0.1326,0.0609,0.0514,0.0038"
286,user_286,2024-04-15 00:00:00,2024-04-16 00:00:00,10.41,"0.0346,0.118,0.0478,0.0429,0.0029"
287,user_287,2024-04-15 00:00:00,2024-04-16 00:00:00,13.07,"0.0365,0.1203,0.0551,0.0,0.003"
288,user_288,2024-04-15 00:00:00,2024-04-16 00:00:00,4.23,"0.0939,0.2683,0.0574,0.0779,0.016"
289,user_289,2024-04-15 00:00:00,2024-04-16 00:00:00,9.02,"0.0517,0.1664,0.0522,0.058,0.0056"
290,user_290,2024-04-15 00:00:00,2024-04-16 00:00:00,3.89,"0.0727,0.2568,0.0528,0.0773,0.0087"
291,user_291,2024-04-15 00:00:00,2024-04-16 00:00:00,29.69,"0.0131,0.0523,0.1042,0.0234,0.0005"
292,user_292,2024-04-15 00:00:00,2024-04-16 00:00:00,3.5,"0.0767,0.274,0.0545,0.0689,0.0077"
293,user_293,2024-04-15 00:00:00,2024-04-16 00:00:00,10.13,"0.0377,0.1241,0.0506,0.0,0.0032"
294,user_294,2024-04-15 00:00:00,2024-04-16 00:00:00,19.9,"0.0204,0.0773,0.089,0.0309,0.0022"
295,user_295,2024-04-15 00:00:00,2024-04-16 00:00:00,8.42,"0.0516,0.1581,0.0491,0.0602,0.0059"
296,user_296,2024-04-15 00:00:00,2024-04-16 00:00:00,9.14,"0.0,0.1448,0.0503,0.0607,0.0051"
297,user_297,2024-04-15 00:00:00,2024-04-16 00:00:00,21.74,"0.0273,0.0976,0.0763,0.0,0.0021"
298,user_298,2024-04-15 00:00:00,2024-04-16 00:00:00,8.11,"0.043,0.1445,0.1054,0.0442,0.0083"
299,user_299,2024-04-15 00:00:00,2024-04-16 00:00:00,6.82,"0.053,0.2036,0.0465,0.0546,0.0049"
300,user_300,2024-04-15 00:00:00,2024-04-16 00:00:00,15.39,"0.0354,0.1157,0.063,0.0461,0.0028"
301,user_301,2024-04-15 00:00:00,2024-04-16 00:00:00,6.2,"0.0511,0.185,0.0426,0.057,0.0052"
302,user_302,2024-04-15 00:00:00,2024-04-16 00:00:00,13.36,"0.0496,0.1559,0.0574,0.0547,0.0046"
303,user_303,2024-04-15 00:00:00,2024-04-16 00:00:00,8.38,"0.0535,0.1884,0.0795,0.0529,0.008"
304,user_304,2024-04-15 00:00:00,2024-04-16 00:00:00,15.35,"0.0333,0.107,0.082,0.0408,0.0034"
305,user_305,2024-04-15 00:00:00,2024-04-16 00:00:00,1.62,"0.1122,0.4102,0.0286,0.0777,0.1016"
306,user_306,2024-04-15 00:00:00,2024-04-16 00:00:00,5.63,"0.0529,0.2094,0.0436,0.0577,0.0053"
307,user_307,2024-04-15 00:00:00,2024-04-16 00:00:00,5.11,"0.0507,0.2365,0.0374,0.0649,0.0038"
308,user_308,2024-04-15 00:00:00,2024-04-16 00:00:00,6.93,"0.0,0.2078,0.0423,0.0666,0.006"
309,user_309,2024-04-15 00:00:00,2024-04-16 00:00:00,4.15,"0.0712,0.2657,0.0443,0.075,0.0082"
310,user_310,2024-04-15 00:00:00,2024-04-16 00:00:00,6.59,"0.0,0.1976,0.0441,0.0657,0.0063"
311,user_311,2024-04-15 00:00:00,2024-04-16 00:00:00,19.71,"0.0,0.1017,0.078,0.0394,0.0028"
312,user_312,2024-04-15 00:00:00,2024-04-16 00:00:00,12.1,"0.0,0.1058,0.0713,0.0407,0.0029"
313,user_313,2024-04-15 00:00:00,2024-04-16 00:00:00,20.51,"0.0289,0.101,0.0917,0.0405,0.003"
314,user_314,2024-04-15 00:00:00,2024-04-16 00:00:00,7.41,"0.0569,0.1707,0.0453,0.0718,0.0075"
315,user_315,2024-04-15 00:00:00,2024-04-16 00:00:00,19.81,"0.0272,0.0964,0.0695,0.0396,0.0018"
316,user_316,2024-04-15 00:00:00,2024-04-16 00:00:00,21.2,"0.0222,0.0791,0.0725,0.0347,0.0012"
317,user_317,2024-04-15 00:00:00,2024-04-16 00:00:00,7.38,"0.0434,0.1478,0.0382,0.0642,0.0057"
318,user_318,2024-04-15 00:00:00,2024-04-16 00:00:00,4.3,"0.0656,0.2851,0.044,0.0585,0.0049"
319,user_319,2024-04-15 00:00:00,2024-04-16 00:00:00,14.62,"0.039,0.1218,0.0637,0.0486,0.0033"
320,user_320,2024-04-15 00:00:00,2024-04-16 00:00:00,16.31,"0.0292,0.1019,0.0723,0.0418,0.0022"
321,user_321,2024-04-15 00:00:00,2024-04-16 00:00:00,28.34,"0.017,0.0715,0.1087,0.0279,0.0014"
322,user_322,2024-04-15 00:00:00,2024-04-16 00:00:00,13.19,"0.0476,0.1449,0.0607,0.0537,0.0043"
323,user_323,2024-04-15 00:00:00,2024-04-16 00:00:00,18.14,"0.0,0.0938,0.0767,0.038,0.002"
324,user_324,2024-04-15 00:00:00,2024-04-16 00:00:00,9.5,"0.0317,0.1061,0.0592,0.0389,0.003"
325,user_325,2024-04-15 00:00:00,2024-04-16 00:00:00,3.18,"0.1124,0.2722,0.0602,0.0824,0.0299"
326,user_326,2024-04-15 00:00:00,2024-04-16 00:00:00,20.35,"0.0302,0.1045,0.0721,0.0431,0.0024"
327,user_327,2024-04-15 00:00:00,2024-04-16 00:00:00,5.06,"0.0622,0.2468,0.0396,0.0751,0.0069"
328,user_328,2024-04-15 00:00:00,2024-04-16 00:00:00,6.11,"0.0535,0.2297,0.0421,0.0564,0.0047"
329,user_329,2024-04-15 00:00:00,2024-04-16 00:00:00,6.44,"0.055,0.2602,0.0402,0.0527,0.0038"
330,user_330,2024-04-15 00:00:00,2024-04-16 00:00:00,8.35,"0.0477,0.1467,0.0462,0.0582,0.0052"
331,user_331,2024-04-15 00:00:00,2024-04-16 00:00:00,11.58,"0.0379,0.1236,0.0702,0.0,0.0041"
332,user_332,2024-04-15 00:00:00,2024-04-16 00:00:00,26.26,"0.017,0.0724,0.1373,0.0274,0.0021"
333,user_333,2024-04-15 00:00:00,2024-04-16 00:00:00,4.21,"0.0709,0.2779,0.0484,0.0665,0.0065"
334,user_334,2024-04-15 00:00:00,2024-04-16 00:00:00,6.85,"0.0549,0.2103,0.0418,0.0622,0.0057"
335,user_335,2024-04-15 00:00:00,2024-04-16 00:00:00,4.26,"0.0628,0.2669,0.046,0.0655,0.005"
336,user_336,2024-04-15 00:00:00,2024-04-16 00:00:00,11.2,"0.0417,0.1293,0.0581,0.0501,0.0035"
337,user_337,2024-04-15 00:00:00,2024-04-16 00:00:00,7.32,"0.0473,0.1467,0.0493,0.0535,0.0045"
338,user_338,2024-04-15 00:00:00,2024-04-16 00:00:00,2.82,"0.085,0.2595,0.0499,0.0805,0.015"
339,user_339,2024-04-15 00:00:00,2024-04-16 00:00:00,11.62,"0.0433,0.1338,0.0548,0.0505,0.0037"
340,user_340,2024-04-15 00:00:00,2024-04-16 00:00:00,5.45,"0.0562,0.2589,0.0393,0.0649,0.0043"
341,user_341,2024-04-15 00:00:00,2024-04-16 00:00:00,28.97,"0.0,0.0804,0.0916,0.0318,0.0"
342,user_342,2024-04-15 00:00:00,2024-04-16 00:00:00,15.05,"0.0388,0.1215,0.0634,0.0484,0.0032"
343,user_343,2024-04-15 00:00:00,2024-04-16 00:00:00,18.14,"0.0239,0.0831,0.0714,0.0337,0.0019"
344,user_344,2024-04-15 00:00:00,2024-04-16 00:00:00,6.91,"0.0239,0.0885,0.0428,0.0283,0.0015"
345,user_345,2024-04-15 00:00:00,2024-04-16 00:00:00,12.28,"0.0298,0.1075,0.1198,0.0375,0.0061"
346,user_346,2024-04-15 00:00:00,2024-04-16 00:00:00,3.73,"0.0642,0.2679,0.0461,0.0678,0.0056"
347,user_347,2024-04-15 00:00:00,2024-04-16 00:00:00,11.85,"0.0262,0.0947,0.0517,0.0298,0.0"
348,user_348,2024-04-15 00:00:00,2024-04-16 00:00:00,4.37,"0.0675,0.2658,0.0484,0.0716,0.0067"
349,user_349,2024-04-15 00:00:00,2024-04-16 00:00:00,8.11,"0.0455,0.1448,0.0452,0.0516,0.0044"
350,user_350,2024-04-15 00:00:00,2024-04-16 00:00:00,23.9,"0.0,0.0883,0.0889,0.0333,0.0025"
351,user_351,2024-04-15 00:00:00,2024-04-16 00:00:00,14.46,"0.0293,0.1028,0.0711,0.0406,0.0024"
352,user_352,2024-04-15 00:00:00,2024-04-16 00:00:00,16.28,"0.0219,0.0819,0.116,0.0284,0.0022"
353,user_353,2024-04-15 00:00:00,2024-04-16 00:00:00,10.42,"0.0467,0.1423,0.0533,0.0527,0.0041"
354,user_354,2024-04-15 00:00:00,2024-04-16 00:00:00,14.51,"0.0324,0.1034,0.0761,0.0391,0.0032"
355,user_355,2024-04-15 00:00:00,2024-04-16 00:00:00,7.71,"0.0506,0.1674,0.101,0.0489,0.0087"
356,user_356,2024-04-15 00:00:00,2024-04-16 00:00:00,12.9,"0.0357,0.1135,0.0731,0.0447,0.0033"
357,user_357,2024-04-15 00:00:00,2024-04-16 00:00:00,14.56,"0.0399,0.1235,0.0654,0.0,0.0035"
358,user_358,2024-04-15 00:00:00,2024-04-16 00:00:00,4.14,"0.0652,0.2612,0.0612,0.0641,0.0086"
359,user_359,2024-04-15 00:00:00,2024-04-16 00:00:00,10.1,"0.0483,0.1463,0.056,0.0541,0.0044"
360,user_360,2024-04-15 00:00:00,2024-04-16 00:00:00,7.37,"0.0296,0.1087,0.036,0.0475,0.0032"
361,user_361,2024-04-15 00:00:00,2024-04-16 00:00:00,9.54,"0.0481,0.1472,0.06,0.0541,0.0044"
362,user_362,2024-04-15 00:00:00,2024-04-16 00:00:00,7.02,"0.0472,0.1433,0.061,0.0507,0.0049"
363,user_363,2024-04-15 00:00:00,2024-04-16 00:00:00,7.43,"0.0459,0.1427,0.0499,0.0514,0.0042"
364,user_364,2024-04-15 00:00:00,2024-04-16 00:00:00,10.39,"0.0479,0.1452,0.056,0.0535,0.0043"
365,user_365,2024-04-15 00:00:00,2024-04-16 00:00:00,9.51,"0.0343,0.1176,0.0476,0.0427,0.0029"
366,user_366,2024-04-15 00:00:00,2024-04-16 00:00:00,6.69,"0.0559,0.1984,0.0391,0.0,0.006"
367,user_367,2024-04-15 00:00:00,2024-04-16 00:00:00,24.13,"0.0202,0.0815,0.1692,0.0301,0.0043"
368,user_368,2024-04-15 00:00:00,2024-04-16 00:00:00,19.4,"0.0353,0.1086,0.0916,0.0401,0.004"
369,user_369,2024-04-15 00:00:00,2024-04-16 00:00:00,21.22,"0.017,0.066,0.1024,0.0262,0.0013"
370,user_370,2024-04-15 00:00:00,2024-04-16 00:00:00,7.2,"0.0531,0.1795,0.0461,0.0618,0.0059"
371,user_371,2024-04-15 00:00:00,2024-04-16 00:00:00,10.45,"0.0399,0.0,0.0525,0.0,0.0034"
372,user_372,2024-04-15 00:00:00,2024-04-16 00:00:00,11.36,"0.0395,0.1289,0.0934,0.0453,0.0057"
373,user_373,2024-04-15 00:00:00,2024-04-16 00:00:00,5.99,"0.0516,0.207,0.0325,0.0681,0.0054"
374,user_374,2024-04-15 00:00:00,2024-04-16 00:00:00,13.66,"0.0215,0.0903,0.0851,0.0284,0.0029"
375,user_375,2024-04-15 00:00:00,2024-04-16 00:00:00,10.38,"0.0463,0.1394,0.0583,0.0526,0.0041"
376,user_376,2024-04-15 00:00:00,2024-04-16 00:00:00,11.74,"0.0451,0.1338,0.0613,0.0,0.0043"
377,user_377,2024-04-15 00:00:00,2024-04-16 00:00:00,9.95,"0.0435,0.1348,0.0528,0.0501,0.0038"
378,user_378,2024-04-15 00:00:00,2024-04-16 00:00:00,3.06,"0.0675,0.2632,0.0546,0.0646,0.0076"
379,user_379,2024-04-15 00:00:00,2024-04-16 00:00:00,5.42,"0.0584,0.2052,0.0791,0.0603,0.0107"
380,user_380,2024-04-15 00:00:00,2024-04-16 00:00:00,9.75,"0.0512,0.1677,0.0538,0.0559,0.0052"
381,user_381,2024-04-15 00:00:00,2024-04-16 00:00:00,13.1,"0.0394,0.1246,0.0592,0.0486,0.0032"
382,user_382,2024-04-15 00:00:00,2024-04-16 00:00:00,1.27,"0.0,0.3822,0.0375,0.0,0.0699"
383,user_383,2024-04-15 00:00:00,2024-04-16 00:00:00,23.53,"0.0207,0.0794,0.1044,0.0309,0.0018"
384,user_384,2024-04-15 00:00:00,2024-04-16 00:00:00,6.5,"0.0,0.1582,0.04,0.0559,0.0046"
385,user_385,2024-04-15 00:00:00,2024-04-16 00:00:00,12.53,"0.0243,0.0931,0.0738,0.034,0.0035"
386,user_386,2024-04-15 00:00:00,2024-04-16 00:00:00,1.43,"0.1228,0.2802,0.059,0.0846,0.0407"
387,user_387,2024-04-15 00:00:00,2024-04-16 00:00:00,5.5,"0.0553,0.1879,0.0448,0.0652,0.0063"
388,user_388,2024-04-15 00:00:00,2024-04-16 00:00:00,8.98,"0.0509,0.1589,0.0535,0.0574,0.0053"
389,user_389,2024-04-15 00:00:00,2024-04-16 00:00:00,7.9,"0.0485,0.1455,0.0511,0.0579,0.0049"
390,user_390,2024-04-15 00:00:00,2024-04-16 00:00:00,24.19,"0.0107,0.0419,0.088,0.0204,0.0007"
391,user_391,2024-04-15 00:00:00,2024-04-16 00:00:00,37.3,"0.0,0.0535,0.13,0.0,0.0024"
392,user_392,2024-04-15 00:00:00,2024-04-16 00:00:00,7.16,"0.0479,0.164,0.102,0.0463,0.0096"
393,user_393,2024-04-15 00:00:00,2024-04-16 00:00:00,8.32,"0.0492,0.15,0.0529,0.0554,0.0047"
394,user_394,2024-04-15 00:00:00,2024-04-16 00:00:00,1.59,"0.1127,0.2497,0.1042,0.1095,0.0525"
395,user_395,2024-04-15 00:00:00,2024-04-16 00:00:00,10.63,"0.0395,0.1324,0.0963,0.0443,0.0063"
396,user_396,2024-04-15 00:00:00,2024-04-16 00:00:00,44.09,"0.0073,0.0331,0.1049,0.0,0.0007"
397,user_397,2024-04-15 00:00:00,2024-04-16 00:00:00,8.6,"0.0456,0.1355,0.0646,0.0,0.0043"
398,user_398,2024-04-15 00:00:00,2024-04-16 00:00:00,9.48,"0.0504,0.16,0.0685,0.0523,0.0059"
399,user_399,2024-04-15 00:00:00,2024-04-16 00:00:00,6.18,"0.0517,0.2194,0.0399,0.0617,0.0046"
400,user_400,2024-04-15 00:00:00,2024-04-16 00:00:00,2.67,"0.0743,0.2713,0.0507,0.0708,0.008"
401,user_401,2024-04-15 00:00:00,2024-04-16 00:00:00,7.84,"0.0481,0.1574,0.0461,0.0534,0.0048"
402,user_402,2024-04-15 00:00:00,2024-04-16 00:00:00,5.13,"0.0599,0.2641,0.0391,0.0714,0.0056"
403,user_403,2024-04-15 00:00:00,2024-04-16 00:00:00,2.29,"0.1227,0.2848,0.057,0.0849,0.041"
404,user_404,2024-04-15 00:00:00,2024-04-16 00:00:00,7.22,"0.0317,0.112,0.0425,0.0408,0.0028"
405,user_405,2024-04-15 00:00:00,2024-04-16 00:00:00,7.0,"0.0433,0.1394,0.0451,0.0488,0.0039"
406,user_406,2024-04-15 00:00:00,2024-04-16 00:00:00,7.65,"0.048,0.1422,0.0571,0.0563,0.0047"
407,user_407,2024-04-15 00:00:00,2024-04-16 00:00:00,1.87,"0.1017,0.2647,0.0819,0.0978,0.0291"
408,user_408,2024-04-15 00:00:00,2024-04-16 00:00:00,16.31,"0.0219,0.0783,0.0576,0.0333,0.0014"
409,user_409,2024-04-15 00:00:00,2024-04-16 00:00:00,7.13,"0.0525,0.1804,0.0434,0.0,0.0057"
410,user_410,2024-04-15 00:00:00,2024-04-16 00:00:00,8.13,"0.0633,0.217,0.0464,0.0624,0.0081"
411,user_411,2024-04-15 00:00:00,2024-04-16 00:00:00,5.18,"0.0,0.2418,0.0389,0.0659,0.0051"
412,user_412,2024-04-15 00:00:00,2024-04-16 00:00:00,8.33,"0.0342,0.1189,0.0739,0.0419,0.0045"
413,user_413,2024-04-15 00:00:00,2024-04-16 00:00:00,2.22,"0.0074,0.0368,0.1543,0.0126,0.0025"
414,user_414,2024-04-15 00:00:00,2024-04-16 00:00:00,9.95,"0.0468,0.1403,0.0674,0.0515,0.0047"
415,user_415,2024-04-15 00:00:00,2024-04-16 00:00:00,7.57,"0.0517,0.1541,0.0483,0.0,0.0062"
416,user_416,2024-04-15 00:00:00,2024-04-16 00:00:00,7.22,"0.0553,0.1753,0.0485,0.0618,0.0068"
417,user_417,2024-04-15 00:00:00,2024-04-16 00:00:00,16.85,"0.0363,0.1163,0.0674,0.0,0.003"
418,user_418,2024-04-15 00:00:00,2024-04-16 00:00:00,8.36,"0.0493,0.1542,0.0578,0.0546,0.0046"
419,user_419,2024-04-15 00:00:00,2024-04-16 00:00:00,1.92,"0.0,0.2746,0.0602,0.0,0.0335"
420,user_420,2024-04-15 00:00:00,2024-04-16 00:00:00,1.99,"0.0979,0.2678,0.0694,0.0,0.0203"
421,user_421,2024-04-15 00:00:00,2024-04-16 00:00:00,13.32,"0.0462,0.1398,0.062,0.0526,0.0042"
422,user_422,2024-04-15 00:00:00,2024-04-16 00:00:00,15.05,"0.032,0.1096,0.0699,0.0421,0.0029"
423,user_423,2024-04-15 00:00:00,2024-04-16 00:00:00,24.2,"0.0153,0.0636,0.1214,0.024,0.0015"
424,user_424,2024-04-15 00:00:00,2024-04-16 00:00:00,11.63,"0.0368,0.121,0.0544,0.0452,0.003"
425,user_425,2024-04-15 00:00:00,2024-04-16 00:00:00,3.84,"0.0914,0.2588,0.0565,0.089,0.0214"
426,user_426,2024-04-15 00:00:00,2024-04-16 00:00:00,38.17,"0.0044,0.0276,0.2634,0.0054,0.0007"
427,user_427,2024-04-15 00:00:00,2024-04-16 00:00:00,11.0,"0.0429,0.1269,0.0702,0.0477,0.0042"
428,user_428,2024-04-15 00:00:00,2024-04-16 00:00:00,13.49,"0.0383,0.12,0.0649,0.0482,0.0032"
429,user_429,2024-04-15 00:00:00,2024-04-16 00:00:00,4.71,"0.0576,0.2578,0.0536,0.0,0.0057"
430,user_430,2024-04-15 00:00:00,2024-04-16 00:00:00,17.0,"0.0343,0.1128,0.0658,0.0456,0.0027"
431,user_431,2024-04-15 00:00:00,2024-04-16 00:00:00,7.52,"0.0526,0.1892,0.0512,0.054,0.0054"
432,user_432,2024-04-15 00:00:00,2024-04-16 00:00:00,6.12,"0.057,0.1966,0.0418,0.0683,0.0065"
433,user_433,2024-04-15 00:00:00,2024-04-16 00:00:00,4.3,"0.0942,0.2553,0.0595,0.0,0.0188"
434,user_434,2024-04-15 00:00:00,2024-04-16 00:00:00,11.85,"0.0445,0.1347,0.0591,0.0518,0.0039"
435,user_435,2024-04-15 00:00:00,2024-04-16 00:00:00,5.31,"0.0641,0.2748,0.0414,0.0677,0.0059"
436,user_436,2024-04-15 00:00:00,2024-04-16 00:00:00,7.9,"0.0499,0.1593,0.0416,0.0571,0.0058"
437,user_437,2024-04-15 00:00:00,2024-04-16 00:00:00,1.56,"0.113,0.2864,0.0466,0.0968,0.0472"
438,user_438,2024-04-15 00:00:00,2024-04-16 00:00:00,21.46,"0.02,0.0781,0.1196,0.0278,0.0024"
439,user_439,2024-04-15 00:00:00,2024-04-16 00:00:00,10.09,"0.0423,0.1306,0.0579,0.0505,0.0036"
440,user_440,2024-04-15 00:00:00,2024-04-16 00:00:00,10.11,"0.0513,0.1706,0.0783,0.0523,0.0068"
441,user_441,2024-04-15 00:00:00,2024-04-16 00:00:00,2.17,"0.1046,0.2715,0.0694,0.0883,0.0218"
442,user_442,2024-04-15 00:00:00,2024-04-16 00:00:00,10.95,"0.0366,0.121,0.0536,0.0449,0.003"
443,user_443,2024-04-15 00:00:00,2024-04-16 00:00:00,12.27,"0.0471,0.1415,0.0795,0.0506,0.0053"
444,user_444,2024-04-15 00:00:00,2024-04-16 00:00:00,6.32,"0.0461,0.1787,0.0314,0.0,0.007"
445,user_445,2024-04-15 00:00:00,2024-04-16 00:00:00,14.61,"0.0224,0.0833,0.1222,0.0281,0.0023"
446,user_446,2024-04-15 00:00:00,2024-04-16 00:00:00,4.63,"0.064,0.2648,0.0441,0.0756,0.0063"
447,user_447,2024-04-15 00:00:00,2024-04-16 00:00:00,29.8,"0.0075,0.0288,0.0652,0.0,0.0001"
448,user_448,2024-04-15 00:00:00,2024-04-16 00:00:00,8.69,"0.0492,0.155,0.0516,0.0535,0.0046"
449,user_449,2024-04-15 00:00:00,2024-04-16 00:00:00,5.42,"0.0562,0.2328,0.0379,0.0726,0.0052"
450,user_450,2024-04-15 00:00:00,2024-04-16 00:00:00,3.33,"0.0698,0.2673,0.0429,0.0751,0.008"
